Date,GDP_Growth_Rate,Inflation_Rate,Unemployment_Rate,Interest_Rate,Currency_Exchange_Rate,Consumer_Confidence_Index,Retail_Sales_Volume
2022-01-31,3.745071229516849,1.564493820379854,5.343618289568461,1.4820869804450243,14148.060138532288,107.91031947043047,1051.9765588496848
2022-02-28,2.792603548243223,2.0887380717678927,3.236959844637266,2.282321827907003,14130.527636089944,90.9061254520526,1156.364574355462
2022-03-31,3.9715328071510387,1.0792051380621577,5.3240839693947954,0.19012744795512782,14002.556728321231,114.02794310936099,752.6098578243837
2022-04-30,5.284544784612038,2.3005584146765377,,1.910951252187612,13882.706433312427,85.98148937207719,735.9086773831448
2022-05-31,2.648769937914996,1.519489048064956,4.323077999694041,,13292.314628974793,105.8685709380027,1104.3883131233795
2022-06-30,2.648794564576229,1.7666450001653786,5.611676288840868,1.3504963247670663,13789.67733861732,121.90455625809979,1059.3969346466372
2022-07-31,,1.5186347102164826,6.030999522495951,1.5458803882677512,13828.642741736616,90.09463674869312,1050.0985700691754
2022-08-31,4.151152093729364,3.48182254760715,5.931280119116199,0.5062155426995536,13598.86136538919,94.33702270397228,1069.289641899395
2022-09-30,2.295788421097572,1.9892022202096529,4.160782476777362,1.390164056081244,13919.357144166996,100.99651365087641,863.9950556843019
2022-10-31,,,4.690787624148785,1.6785562857558731,14202.025428407269,94.965243458838,1046.4507394322006
2022-11-30,2.3048734607813066,,5.331263431403564,2.238947022370758,14943.092950605265,84.49336568933867,1058.6144946597362
2022-12-31,2.301405369644615,1.0233250800231821,5.975545127122359,1.2408648908631763,14087.288906415919,100.68562974806028,857.1297163947264
2023-01-31,3.362943407349051,2.1670908760038046,4.52082576215471,1.0957531985534061,14128.775195361382,89.37696286273895,1373.1549022289514
2023-02-28,0.1300796330133034,0.4322639008961795,4.8143410233361825,1.2491214782077318,13962.777042116917,104.73592430635182,1094.7665841823575
2023-03-31,0.4126232512304506,0.9374511608812555,3.893665025993972,1.957701058851037,13040.614392350479,90.80575765766197,761.7393005594703
2023-04-30,2.156568706138541,2.157488988695299,3.803793375919329,1.6643755548298422,13986.743062275391,115.4993440501754,1131.310721726766
2023-05-31,1.4807533194983642,2.5907732639963283,5.812525822394198,1.2351198981164806,14030.115104970513,92.16746707663764,805.0636659545357
2023-06-30,3.471370998892911,2.137094624951976,6.356240028570823,1.756633716556678,15231.621056242642,96.77938483794324,1157.4169207484904
2023-07-31,1.6379638867181836,1.9074813740894077,4.927989878419666,1.5485387746740202,13903.81951760944,108.1351721736967,1231.7191158014807
2023-08-31,0.8815444479970629,1.759117043528569,6.003532897892024,1.9843224952664447,14150.773671166806,87.69135683566044,835.8635363296579
2023-09-30,5.198473153382331,0.8171824077060581,5.361636025047634,1.1489734530613238,13982.64411514738,102.2745993460413,1192.6752258488643
2023-10-31,2.6613355492701967,1.424124633284233,,,13415.660981190234,113.07142754282428,1082.5561853872996
2023-11-30,3.1012923070318856,1.63148898323217,5.361395605508414,1.3039459234339212,14571.41140725751,83.92516765438772,1164.4120319988979
2023-12-31,0.8628777206798146,2.8456977809751325,6.538036566465969,0.7682425259339407,14375.966516343387,101.84633858532304,1379.3585965307896
